id    experience married wage         industry                        
00900 7          no      2.071155962  Manufacturing                   
00901 8          yes     1.995276632  Manufacturing                   
00902 9          yes     1.991968976  Manufacturing                   
00903 10         yes     2.021503705  Manufacturing                   
00904 11         yes     1.997938107  Manufacturing                   
00905 2          no      -0.247380776 Construction                    
00906 3          no      2.283536898  Manufacturing                   
00907 4          no      1.294700168  Manufacturing                   
00908 5          no      1.150045944  Manufacturing                   
00909 6          no      1.57105088   Manufacturing                   
00910 7          no      -0.742698959 Construction                    
00911 8          no      1.851254729  Manufacturing                   
00912 9          no      1.972870331  Business_and_Repair_Service     
00913 3          no      1.90495548   Manufacturing                   
00914 4          no      1.879262368  Manufacturing                   
00915 5          yes     1.746195626  Manufacturing                   
00916 6          yes     2.093134869  Business_and_Repair_Service     
00917 7          yes     1.8447637    Manufacturing                   
00918 8          yes     1.678162249  Trade                           
00919 9          yes     1.765621945  Transportation                  
00920 10         yes     1.759842285  Manufacturing                   
00927 8          no      1.498433354  Trade                           
00928 9          no      1.550128557  Trade                           
00929 2          no      1.48389249   Trade                           
00930 3          yes     1.2339887    Trade                           
00931 4          yes     1.532616468  Trade                           
00932 5          yes     1.658470606  Trade                           
00933 6          yes     1.816277597  Manufacturing                   
00934 7          yes     2.015903521  Manufacturing                   
00935 8          yes     2.356571821  Manufacturing                   
00936 9          yes     1.316654872  Manufacturing                   
00937 2          no      0.894395821  Entertainment                   
00938 3          no      1.04334961   Entertainment                   
00939 4          no      1.342459675  Finance                         
00940 5          no      1.311010652  Finance                         
00941 6          no      1.012559109  Trade                           
00942 7          no      1.329873808  Professional_and_Related_Service
00943 8          no      1.838888073  Manufacturing                   
00944 9          no      2.217753869  Business_and_Repair_Service     
00945 5          yes     2.005680239  Manufacturing                   
00946 6          yes     1.759996567  Manufacturing                   
00947 7          yes     1.873217464  Manufacturing                   
00948 8          yes     1.816977282  Manufacturing                   
00949 9          yes     1.869561212  Manufacturing                   
00950 10         yes     2.05844711   Manufacturing                   
00951 11         yes     2.234246981  Manufacturing                   
00952 12         yes     2.225133976  Manufacturing                   
00953 3          no      2.007615355  Business_and_Repair_Service     
00954 4          no      2.26336438   Trade                           
00955 5          no      2.240549702  Trade                           
00956 6          no      2.34843653   Trade                           
00957 7          no      2.488045211  Trade                           
00958 8          no      2.468285549  Trade                           
00959 9          yes     2.346576166  Transportation                  
00960 10         yes     2.490344665  Transportation                  
00961 4          no      1.676566451  Manufacturing                   
00962 5          no      1.572434301  Manufacturing                   
00963 6          no      1.764703797  Manufacturing                   
00964 7          yes     1.815022247  Manufacturing                   
00965 8          yes     1.772158543  Manufacturing                   
00966 9          yes     1.846004484  Manufacturing                   
00967 10         yes     1.845355007  Manufacturing                   
00968 11         yes     1.812288761  Business_and_Repair_Service     
00969 2          no      1.29659992   Trade                           
00970 3          no      1.614659856  Trade                           
00971 4          no      1.250571254  Manufacturing                   
00972 5          no      1.491859342  Manufacturing                   
00973 6          yes     1.890576298  Public_Administration           
00974 7          yes     1.943642954  Public_Administration           
00975 8          yes     2.054195573  Public_Administration           
00976 9          yes     2.035432312  Public_Administration           
00977 2          no      1.467417652  Manufacturing                   
00978 3          no      1.961658506  Manufacturing                   
00979 4          yes     2.072073552  Construction                    
00980 5          yes     2.105471186  Manufacturing                   
00981 6          yes     2.051930916  Manufacturing                   
00982 7          yes     2.333261362  Manufacturing                   
00983 8          yes     2.471034404  Manufacturing                   
00984 9          yes     2.454142647  Manufacturing                   
00985 2          no      -0.021080988 Trade                           
00986 3          no      -0.148845628 Trade                           
00987 4          no      0.180695294  Trade                           
00988 5          no      -0.036154479 Trade                           
00989 6          no      0.39734814   Trade                           
00990 7          no      0.972621253  Trade                           
00991 8          no      0.563094428  Trade                           
00992 9          no      0.759070044  Trade                           
00993 5          no      1.462084306  Business_and_Repair_Service     
00994 6          yes     0.326793203  Personal_Service                
00995 7          yes     1.563962238  Business_and_Repair_Service     
00996 8          yes     1.113192534  Business_and_Repair_Service     
00997 9          yes     1.209602657  Manufacturing                   
00998 10         yes     1.129472166  Construction                    
00999 11         yes     1.354513845  Business_and_Repair_Service     
01000 12         yes     0.492243785  Business_and_Repair_Service     
01001 4          yes     2.168267053  Mining                          
01002 5          yes     2.48316903   Mining                          
01003 6          yes     1.900223896  Mining                          
01004 7          yes     2.602959992  Mining                          
01005 8          yes     2.328792185  Mining                          
01006 9          yes     2.189776023  Mining                          
01007 10         yes     2.22854896   Mining                          
01008 11         yes     2.323114384  Trade                           
01009 2          no      1.342639051  Business_and_Repair_Service     
01010 3          no      1.295780354  Business_and_Repair_Service     
01011 4          no      1.233744963  Trade                           
01012 5          yes     1.204113165  Trade                           
01013 6          yes     1.307852935  Business_and_Repair_Service     
01014 7          yes     1.478279704  Public_Administration           
01015 8          yes     1.458212141  Business_and_Repair_Service     
01016 9          yes     1.649769831  Business_and_Repair_Service     
01017 2          no      1.18870425   Manufacturing                   
01018 3          no      1.485739291  Manufacturing                   
01019 4          no      1.22340861   Manufacturing                   
01020 5          no      1.647448547  Manufacturing                   
01021 6          yes     1.80032942   Manufacturing                   
01022 7          yes     1.871322292  Manufacturing                   
01023 8          yes     1.832206534  Manufacturing                   
01024 9          yes     1.975562122  Manufacturing                   
01025 1          no      1.387374945  Manufacturing                   
01026 2          no      1.464856684  Manufacturing                   
01032 8          yes     2.12776285   Manufacturing                   
01033 1          yes     1.646450505  Construction                    
01034 2          yes     1.094869302  Manufacturing                   
01035 3          no      2.092913703  Construction                    
01036 4          no      1.387717596  Manufacturing                   
01037 5          yes     1.845065314  Manufacturing                   
01038 6          yes     2.171426885  Manufacturing                   
01039 7          no      2.341966373  Construction                    
01040 8          yes     2.015887716  Construction                    
01041 2          no      1.957223909  Transportation                  
01042 3          no      1.727465119  Transportation                  
01043 4          no      2.058228145  Transportation                  
01044 5          yes     2.390386392  Transportation                  
01045 6          yes     2.429760786  Transportation                  
01046 7          no      2.629007994  Transportation                  
01047 8          no      2.342639153  Transportation                  
01048 9          yes     2.400075425  Public_Administration           
01049 3          yes     1.091324623  Business_and_Repair_Service     
01050 4          yes     1.445717782  Construction                    
01051 5          yes     1.450552696  Construction                    
01052 6          yes     1.478550011  Construction                    
01053 7          yes     1.549014992  Construction                    
01054 8          yes     1.478279704  Construction                    
01055 9          no      1.494579785  Construction                    
01056 10         yes     1.589145209  Construction                    
01057 2          no      1.056437364  Manufacturing                   
01058 3          no      1.029619417  Manufacturing                   
01059 4          no      1.381417384  Manufacturing                   
01060 5          no      1.437728016  Manufacturing                   
01061 6          no      1.618007863  Manufacturing                   
01062 7          no      -0.59378173  Manufacturing                   
01063 8          yes     1.640533698  Manufacturing                   
01064 9          yes     1.649769831  Trade                           
01065 3          no      1.649739209  Agricultural                    
01066 4          yes     -0.405465108 Construction                    
01067 5          yes     1.005805239  Agricultural                    
01068 6          yes     1.152693677  Construction                    
01069 7          yes     1.421092867  Construction                    
01070 8          yes     1.273485291  Construction                    
01071 9          yes     1.238150256  Construction                    
01072 10         yes     1.706928245  Construction                    
01073 2          yes     1.637381638  Construction                    
01074 3          yes     1.719438808  Business_and_Repair_Service     
01075 4          yes     1.926892143  Business_and_Repair_Service     
01076 5          yes     1.992131659  Business_and_Repair_Service     
01077 6          no      2.17656489   Business_and_Repair_Service     
01078 7          no      2.07110307   Business_and_Repair_Service     
01079 8          no      2.401301066  Manufacturing                   
01080 9          no      2.342917012  Business_and_Repair_Service     
01081 5          no      2.035786232  Professional_and_Related_Service
01082 6          no      1.929380847  Manufacturing                   
01083 7          no      1.898800408  Professional_and_Related_Service
01084 8          yes     2.088315582  Public_Administration           
01085 9          yes     2.023472971  Manufacturing                   
01086 10         yes     2.011084234  Professional_and_Related_Service
01087 11         yes     2.07439828   Professional_and_Related_Service
01088 12         yes     2.055234939  Public_Administration           
01089 1          yes     1.379098453  Trade                           
01090 2          yes     1.763172012  Business_and_Repair_Service     
01091 3          yes     2.108060519  Trade                           
01092 4          yes     1.811384915  Trade                           
01093 5          yes     1.743171006  Trade                           
01094 6          yes     1.947356978  Trade                           
01095 7          yes     2.13733552   Trade                           
01096 8          yes     1.812896171  Trade                           
01097 5          no      1.567888183  Trade                           
01098 6          no      1.539057116  Trade                           
01099 7          no      1.285038257  Trade                           
01100 8          no      1.437728016  Trade                           
01101 9          no      1.762589092  Trade                           
01102 10         no      1.514647348  Professional_and_Related_Service
01103 11         no      1.494579785  Manufacturing                   
01104 12         yes     1.301463137  Transportation                  
01105 2          no      0.902041178  Trade                           
01106 3          no      1.078809661  Transportation                  
01107 4          no      1.562516159  Transportation                  
01108 5          no      1.844167309  Transportation                  
01109 6          no      1.905689936  Transportation                  
01110 7          no      2.062377529  Transportation                  
01111 8          no      2.166461475  Transportation                  
01112 9          no      2.360253931  Transportation                  
01113 2          no      1.224856015  Construction                    
01114 3          no      0.934639871  Manufacturing                   
01115 4          no      1.10512344   Manufacturing                   
01116 5          no      1.440295412  Construction                    
01117 6          no      1.208278356  Construction                    
01118 7          no      0.95503156   Construction                    
01119 8          no      1.554003206  Agricultural                    
01120 9          no      1.49483453   Construction                    
01121 2          no      1.197268059  Finance                         
01122 3          no      0.629585699  Trade                           
01123 4          no      0.583803698  Trade                           
01124 5          no      0.925409855  Manufacturing                   
01125 6          no      1.112001526  Finance                         
01126 7          no      1.07561368   Finance                         
01127 8          no      1.476225505  Finance                         
01128 9          yes     1.528573823  Finance                         
01129 5          yes     1.186690065  Construction                    
01130 6          yes     1.306251653  Construction                    
01131 7          yes     1.735641495  Trade                           
01132 8          yes     1.682248113  Mining                          
01133 9          yes     1.872977659  Manufacturing                   
01134 10         yes     1.905983075  Manufacturing                   
01135 11         no      2.026607617  Trade                           
01136 12         no      2.006702363  Mining                          
01137 4          no      2.185739004  Trade                           
01138 5          no      2.190016575  Trade                           
01139 6          yes     2.189256408  Trade                           
01140 7          yes     2.1020635    Trade                           
01141 8          yes     2.143361587  Trade                           
01142 9          yes     2.113796398  Trade                           
01143 10         yes     2.179110349  Trade                           
01144 11         yes     2.28229239   Trade                           
01145 3          no      1.378739637  Agricultural                    
01146 4          no      1.049822125  Agricultural                    
01147 5          no      1.312424513  Agricultural                    
01148 6          yes     1.228377787  Agricultural                    
01149 7          yes     1.143549884  Manufacturing                   
01150 8          yes     1.266992766  Agricultural                    
01151 9          yes     1.12623234   Agricultural                    
01152 10         yes     1.067848286  Trade                           
01153 4          yes     1.462527667  Manufacturing                   
01154 5          no      1.547506955  Manufacturing                   
01155 6          yes     1.335057809  Trade                           
01156 7          yes     1.219329432  Trade                           
01157 8          yes     1.478321935  Mining                          
01158 9          yes     2.02129437   Manufacturing                   
01159 10         yes     1.734704118  Construction                    
01160 11         yes     1.785409672  Business_and_Repair_Service     
01161 2          yes     1.602150246  Trade                           
01162 3          yes     1.63475572   Trade                           
01163 4          yes     1.739293529  Trade                           
01164 5          yes     1.781120696  Trade                           
01165 6          yes     1.805086605  Trade                           
01166 7          yes     2.099656808  Trade                           
01167 8          yes     2.066472215  Trade                           
01168 9          yes     1.930071796  Trade                           
01169 4          no      0.339826064  Trade                           
01170 5          yes     0.712195376  Professional_and_Related_Service
01171 6          yes     1.144321205  Public_Administration           
01172 7          yes     0.980790143  Public_Administration           
01173 8          yes     1.588791415  Public_Administration           
01174 9          yes     1.821450462  Public_Administration           
01175 10         yes     1.964917918  Public_Administration           
01176 11         yes     1.989130852  Public_Administration           
01177 3          no      1.918003196  Business_and_Repair_Service     
01178 4          yes     1.847848936  Professional_and_Related_Service
01179 5          yes     1.973172896  Business_and_Repair_Service     
01180 6          yes     2.101274727  Business_and_Repair_Service     
01181 7          yes     2.045451878  Manufacturing                   
01182 8          yes     2.110339193  Business_and_Repair_Service     
01183 9          yes     2.087185736  Business_and_Repair_Service     
01184 10         yes     2.076887663  Business_and_Repair_Service     
01185 4          yes     1.711226272  Trade                           
01186 5          yes     1.655593638  Trade                           
01187 6          yes     1.680933914  Transportation                  
01188 7          yes     1.562670547  Transportation                  
01189 8          yes     1.641203421  Manufacturing                   
01190 9          yes     1.535849556  Agricultural                    
01191 10         yes     1.563572657  Agricultural                    
01192 11         yes     1.618998172  Manufacturing                   
01193 2          no      0.948640533  Agricultural                    
01194 3          no      1.067386188  Agricultural                    
01195 4          no      1.275468806  Manufacturing                   
01196 5          no      1.219725864  Agricultural                    
01197 6          no      1.069441911  Manufacturing                   
01198 7          yes     1.244687967  Manufacturing                   
01199 8          yes     1.030274177  Manufacturing                   
01200 9          yes     1.441609769  Manufacturing                   
01201 2          no      1.840041654  Professional_and_Related_Service
01202 3          no      1.798149267  Professional_and_Related_Service
01203 4          no      2.098899185  Professional_and_Related_Service
01204 5          no      2.267007371  Professional_and_Related_Service
01205 6          no      2.369423952  Professional_and_Related_Service
01206 7          no      2.396050821  Finance                         
01207 8          no      2.452834716  Professional_and_Related_Service
01208 9          no      2.577756603  Finance                         
01209 2          yes     1.219386539  Trade                           
01210 3          yes     1.295188813  Trade                           
01211 4          no      1.039369254  Trade                           
01212 5          no      1.115515891  Trade                           
01213 6          no      1.233050759  Trade                           
01214 7          yes     1.360496668  Trade                           
01215 8          no      1.57074686   Mining                          
01216 9          no      1.589145209  Manufacturing                   
01217 3          yes     2.141146747  Transportation                  
01218 4          yes     2.156156459  Transportation                  
01219 5          no      2.262211199  Mining                          
01220 6          no      2.285025877  Transportation                  
01221 7          no      2.436318187  Manufacturing                   
01222 8          no      2.309577223  Mining                          
01223 9          no      2.352030017  Transportation                  
01224 10         no      2.313064048  Mining                          
01225 6          yes     1.543309746  Construction                    
01226 7          yes     1.562185028  Transportation                  
01227 8          yes     1.502950759  Construction                    
01228 9          yes     0.880941974  Construction                    
01229 10         yes     0.231112721  Agricultural                    
01230 11         yes     1.200866523  Trade                           
01231 12         yes     0.909646189  Business_and_Repair_Service     
01232 13         yes     1.020701173  Construction                    
01233 4          no      0.754852386  Trade                           
01234 5          no      1.088661958  Trade                           
01235 6          yes     1.017158812  Trade                           
01236 7          yes     0.989703294  Trade                           
01237 8          yes     1.010018491  Trade                           
01238 9          yes     1.053766401  Manufacturing                   
01239 10         yes     0.925013666  Personal_Service                
01240 11         yes     0.902428919  Manufacturing                   
01241 5          yes     1.447999567  Trade                           
01242 6          yes     1.347073648  Trade                           
01243 7          yes     1.285038257  Trade                           
01244 8          yes     1.350716639  Trade                           
01245 9          yes     1.435686306  Manufacturing                   
01246 10         yes     1.440539376  Trade                           
01247 11         yes     1.628111178  Trade                           
01248 12         yes     1.678757368  Trade                           
01249 3          no      1.788325373  Trade                           
01250 4          no      1.683545885  Trade                           
01251 5          no      1.872824922  Trade                           
01252 6          yes     1.660871568  Trade                           
01253 7          yes     1.618007863  Trade                           
01254 8          yes     1.648178741  Trade                           
01255 9          no      1.6887358    Trade                           
01256 10         no      1.760995466  Trade                           
01257 4          no      1.602150246  Manufacturing                   
01258 5          yes     1.570217199  Manufacturing                   
01259 6          yes     1.667688687  Manufacturing                   
01260 7          yes     1.354867253  Manufacturing                   
01261 8          yes     1.518709642  Manufacturing                   
01262 9          yes     1.514647348  Manufacturing                   
01263 10         yes     1.745894213  Manufacturing                   
01264 11         yes     1.952050703  Manufacturing                   
01265 3          yes     1.978627818  Construction                    
01266 4          yes     2.149075233  Construction                    
01267 5          yes     2.297708116  Construction                    
01268 6          yes     2.085754762  Construction                    
01269 7          yes     2.186403339  Manufacturing                   
01270 8          yes     2.011084234  Construction                    
01271 9          yes     2.033576286  Construction                    
01272 10         yes     1.90759894   Manufacturing                   
01273 2          no      1.109545169  Trade                           
01274 3          yes     1.281934346  Finance                         
01275 4          yes     1.253878173  Business_and_Repair_Service     
01276 5          no      1.26506837   Trade                           
01277 6          no      1.261332919  Finance                         
01278 7          yes     1.273736159  Finance                         
01279 8          yes     1.371681649  Finance                         
01280 9          yes     1.524296562  Finance                         
01281 2          yes     0.624082155  Professional_and_Related_Service
01282 3          yes     1.261551475  Professional_and_Related_Service
01283 4          yes     1.627618855  Professional_and_Related_Service
01284 5          yes     1.622289843  Agricultural                    
01285 6          yes     1.62027287   Agricultural                    
01286 7          yes     1.595732265  Agricultural                    
01287 8          yes     1.717723336  Agricultural                    
01288 9          yes     1.631644017  Agricultural                    
01289 2          yes     1.891334949  Trade                           
01290 3          yes     1.7889064    Trade                           
01291 4          yes     1.835084594  Trade                           
01292 5          yes     1.88790628   Trade                           
01293 6          yes     1.847006434  Trade                           
01294 7          yes     1.888943893  Trade                           
01295 8          yes     1.922810823  Trade                           
01296 9          yes     1.833490968  Trade                           
01297 3          no      1.554878928  Business_and_Repair_Service     
01298 4          no      1.64717824   Business_and_Repair_Service     
01299 5          no      1.686495344  Manufacturing                   
01300 6          no      1.640532797  Professional_and_Related_Service
01301 7          no      1.743171006  Manufacturing                   
01302 8          no      2.026055892  Professional_and_Related_Service
01303 9          no      1.946564909  Business_and_Repair_Service     
01304 10         no      1.973556908  Business_and_Repair_Service     
01305 4          no      1.47925211   Trade                           
01306 5          no      1.825711732  Construction                    
01307 6          no      1.691493674  Manufacturing                   
01308 7          no      1.808791698  Manufacturing                   
01309 8          no      1.982567368  Manufacturing                   
01310 9          no      1.983113698  Professional_and_Related_Service
01311 10         no      2.82618426   Professional_and_Related_Service
01312 11         no      2.411125262  Construction                    
01313 3          no      1.336850323  Public_Administration           
01314 4          yes     1.494378852  Manufacturing                   
01315 5          yes     2.040753515  Manufacturing                   
01316 6          yes     1.992973028  Manufacturing                   
01317 7          yes     1.939212628  Manufacturing                   
01318 8          yes     2.088662875  Trade                           
01319 9          yes     2.284576792  Trade                           
01320 10         yes     1.93670432   Business_and_Repair_Service     
01321 3          no      2.293602032  Trade                           
01322 4          no      1.565736665  Trade                           
01323 5          no      1.812652891  Trade                           
01324 6          yes     1.898543219  Trade                           
01325 7          yes     2.007620777  Trade                           
01326 8          yes     2.143556534  Trade                           
01327 9          yes     3.397526004  Trade                           
01328 10         yes     2.071349664  Trade                           
01329 4          no      0.378932726  Trade                           
01330 5          no      1.075139933  Trade                           
01331 6          no      0.746522641  Business_and_Repair_Service     
01332 7          no      1.206616295  Trade                           
01333 8          no      1.185723671  Trade                           
01334 9          no      1.32739672   Trade                           
01335 10         no      1.198237766  Trade                           
01336 11         no      1.408656834  Trade                           
01337 2          no      1.184034021  Business_and_Repair_Service     
01338 3          no      1.718663914  Business_and_Repair_Service     
01339 4          no      1.696498431  Professional_and_Related_Service
01340 5          no      1.725410089  Professional_and_Related_Service
01341 6          no      1.975124427  Professional_and_Related_Service
01342 7          no      0.941930936  Professional_and_Related_Service
01343 8          no      1.420471813  Transportation                  
01344 9          no      1.646477672  Manufacturing                   
01345 6          no      1.162724234  Manufacturing                   
01346 7          no      1.203972804  Manufacturing                   
01347 8          no      1.080877157  Manufacturing                   
01348 9          no      0.832566397  Manufacturing                   
01349 10         no      1.182237406  Manufacturing                   
01350 11         no      1.360496668  Manufacturing                   
01351 12         no      1.357176963  Manufacturing                   
01352 13         no      1.381505844  Professional_and_Related_Service
01353 2          yes     1.666561208  Professional_and_Related_Service
01354 3          yes     1.337504197  Professional_and_Related_Service
01355 4          yes     1.372461072  Professional_and_Related_Service
01356 5          yes     1.577874648  Professional_and_Related_Service
01357 6          yes     1.114503404  Professional_and_Related_Service
01358 7          yes     1.708018741  Professional_and_Related_Service
01359 8          yes     1.800527206  Professional_and_Related_Service
01360 9          yes     1.960708766  Professional_and_Related_Service
01361 3          no      1.304898723  Business_and_Repair_Service     
01362 4          no      1.316561023  Business_and_Repair_Service     
01363 5          yes     1.731809585  Transportation                  
01364 6          yes     1.531015951  Transportation                  
01365 7          yes     1.920218036  Transportation                  
01366 8          yes     1.578365693  Transportation                  
01367 9          yes     2.050057512  Transportation                  
01368 10         yes     1.946507202  Manufacturing                   
01369 3          no      1.400208903  Manufacturing                   
01370 4          no      1.62593226   Manufacturing                   
01371 5          no      1.907714369  Manufacturing                   
01372 6          no      1.705051079  Manufacturing                   
01373 7          no      1.818678559  Manufacturing                   
01374 8          yes     1.772908929  Manufacturing                   
01375 9          yes     1.723421358  Manufacturing                   
01376 10         yes     2.043400481  Trade                           
01377 1          no      1.458102881  Trade                           
01378 2          yes     1.760079133  Trade                           
01379 3          yes     1.788678221  Trade                           
01380 4          yes     2.052928448  Trade                           
01381 5          yes     2.436478456  Business_and_Repair_Service     
01382 6          yes     2.901422594  Finance                         
01383 7          yes     3.079569634  Finance                         
01384 8          yes     2.624699362  Finance                         
01385 4          no      2.068576054  Public_Administration           
01386 5          yes     2.158003864  Public_Administration           
01387 6          yes     2.201328989  Public_Administration           
01388 7          yes     2.092653984  Public_Administration           
01389 8          yes     2.4755389    Public_Administration           
01390 9          yes     2.216985824  Public_Administration           
01391 10         yes     2.26726475   Public_Administration           
01392 11         yes     2.277177289  Public_Administration           
01393 5          no      1.863935975  Agricultural                    
01394 6          no      1.617106127  Agricultural                    
01395 7          no      1.866959803  Construction                    
01396 8          no      1.782387523  Agricultural                    
01397 9          yes     1.868831831  Agricultural                    
01398 10         yes     1.803320588  Agricultural                    
01399 11         yes     1.665594271  Agricultural                    
01400 12         yes     1.716978581  Agricultural                    
01401 2          no      2.141146747  Manufacturing                   
01402 3          no      2.201488976  Manufacturing                   
01403 4          no      2.181126282  Manufacturing                   
01404 5          no      2.267007371  Manufacturing                   
01405 6          no      2.421503101  Manufacturing                   
01406 7          no      2.43093808   Manufacturing                   
01407 8          no      2.583622623  Manufacturing                   
01408 9          no      2.649536285  Transportation                  
01409 4          yes     1.515658215  Public_Administration           
01410 5          yes     1.29376693   Public_Administration           
01411 6          yes     1.367688528  Public_Administration           
01412 7          yes     1.676213007  Public_Administration           
01413 8          yes     1.975542438  Public_Administration           
01414 9          yes     2.133686557  Public_Administration           
01415 10         yes     2.113618994  Public_Administration           
01416 11         yes     2.183852317  Public_Administration           
01417 1          no      0.591132255  Trade                           
01418 2          no      0.68898917   Entertainment                   
01419 3          no      0.846783326  Entertainment                   
01420 4          no      1.19252195   Agricultural                    
01421 5          no      0.961811247  Agricultural                    
01422 6          no      0.886131933  Entertainment                   
01423 7          no      1.000118092  Professional_and_Related_Service
01424 8          no      1.723409471  Professional_and_Related_Service
01425 2          no      0.48365154   Trade                           
01426 3          no      0.030459208  Trade                           
01427 4          no      0.687682141  Trade                           
01428 5          no      0.675587964  Trade                           
01429 6          no      0.646537169  Trade                           
01430 7          no      0.95503156   Trade                           
01431 8          no      1.563572657  Trade                           
01432 9          yes     1.301463137  Manufacturing                   
01433 3          no      1.630321123  Transportation                  
01434 4          no      1.934860313  Public_Administration           
01435 5          no      1.926892143  Public_Administration           
01436 6          no      1.620049573  Public_Administration           
01437 7          no      2.045451878  Public_Administration           
01438 8          no      2.133686557  Public_Administration           
01439 9          no      1.946564909  Public_Administration           
01440 10         no      2.035432312  Public_Administration           
01441 2          no      1.978243276  Trade                           
01442 3          no      1.743809995  Business_and_Repair_Service     
01443 4          no      1.929395273  Manufacturing                   
01444 5          no      2.061031623  Trade                           
01445 6          yes     2.2645651    Trade                           
01446 7          no      2.152734752  Manufacturing                   
01447 8          no      2.28950966   Manufacturing                   
01448 9          no      2.313064048  Business_and_Repair_Service     
01449 4          no      1.602733167  Construction                    
01450 5          no      2.199400857  Construction                    
01451 6          no      1.608244181  Construction                    
01452 7          no      1.378008782  Construction                    
01453 8          no      1.854396641  Transportation                  
01454 9          no      1.514647348  Transportation                  
01455 10         no      1.66163387   Public_Administration           
01456 11         no      2.374757617  Construction                    
01457 3          no      1.740221319  Trade                           
01458 4          no      1.853757867  Trade                           
01459 5          yes     1.925999684  Trade                           
01460 6          yes     2.010763871  Trade                           
01461 7          yes     2.01682323   Trade                           
01462 8          yes     2.04667518   Trade                           
01463 9          yes     2.238492323  Trade                           
01464 10         yes     2.245722337  Trade                           
01465 2          no      0.916347337  Trade                           
01466 3          no      1.449234161  Trade                           
01467 4          no      1.926892143  Trade                           
01468 5          no      2.04386382   Business_and_Repair_Service     
01469 6          no      2.148636114  Manufacturing                   
01470 7          yes     2.171426885  Business_and_Repair_Service     
01471 8          yes     2.239912719  Manufacturing                   
01472 9          yes     2.28229239   Business_and_Repair_Service     
01473 3          no      1.978627818  Trade                           
01474 4          no      1.934860313  Trade                           
01475 5          no      1.818555292  Trade                           
01476 6          no      1.943541098  Trade                           
01477 7          no      1.866637208  Trade                           
01478 8          no      2.01939741   Trade                           
01479 9          no      1.943085392  Trade                           
01480 10         no      1.553184241  Trade                           
01481 7          no      1.496352763  Manufacturing                   
01482 8          no      1.778060625  Manufacturing                   
01483 9          no      1.832701757  Manufacturing                   
01484 10         no      1.972959267  Manufacturing                   
01485 11         no      1.028619917  Manufacturing                   
01486 12         no      1.493841824  Trade                           
01487 13         no      1.340429105  Construction                    
01488 14         yes     1.900299638  Construction                    
01489 3          no      1.790993565  Manufacturing                   
01490 4          no      1.847109564  Manufacturing                   
01491 5          yes     1.68065032   Manufacturing                   
01492 6          yes     1.777760376  Manufacturing                   
01493 7          yes     1.789452734  Manufacturing                   
01494 8          yes     1.793360751  Manufacturing                   
01495 9          yes     2.192090609  Manufacturing                   
01496 10         yes     1.844475447  Manufacturing                   
01497 4          yes     1.696043777  Trade                           
01498 5          yes     1.586090548  Trade                           
01499 6          yes     1.562669994  Trade                           
01500 7          yes     1.577489959  Trade                           
01501 8          yes     1.584106311  Trade                           
01502 9          yes     1.391749212  Trade                           
01503 10         yes     1.60279337   Trade                           
01504 11         yes     1.614857572  Trade                           
01505 3          no      1.876348969  Manufacturing                   
01506 4          yes     1.820501938  Manufacturing                   
01507 5          yes     1.872125866  Manufacturing                   
01508 6          yes     2.093134869  Manufacturing                   
01509 7          yes     2.272152886  Manufacturing                   
01510 8          yes     2.152315376  Manufacturing                   
01511 9          yes     2.235610089  Manufacturing                   
01512 10         yes     2.299583887  Manufacturing                   
01513 2          no      1.646850425  Trade                           
01514 3          no      1.819177383  Trade                           
01515 4          no      1.627618855  Trade                           
01516 5          no      2.153828938  Trade                           
01517 6          no      2.73377835   Trade                           
01518 7          no      2.333663049  Trade                           
01519 8          no      1.622996077  Manufacturing                   
01520 9          no      1.760340087  Manufacturing                   
01521 4          no      1.641714307  Transportation                  
01522 5          no      1.573733398  Transportation                  
01523 6          no      0.910622213  Transportation                  
01524 7          no      1.150045944  Transportation                  
01525 8          no      1.504465822  Public_Administration           
01526 9          no      1.574532201  Transportation                  
01527 10         no      1.50876442   Public_Administration           
01528 11         no      1.678757368  Business_and_Repair_Service     
01529 2          no      1.320166195  Public_Administration           
01530 3          no      0.699857291  Public_Administration           
01531 4          no      1.285038257  Public_Administration           
01542 8          no      2.273642483  Finance                         
01543 9          yes     2.370995716  Finance                         
01544 10         yes     2.333887863  Manufacturing                   
01545 2          no      1.233230848  Manufacturing                   
01546 3          yes     1.315198439  Manufacturing                   
01547 4          yes     1.276201675  Manufacturing                   
01548 5          yes     1.552003896  Manufacturing                   
01549 6          yes     1.288131112  Trade                           
01550 7          yes     1.276819245  Manufacturing                   
01551 8          yes     1.396717727  Trade                           
01552 9          yes     1.768033752  Manufacturing                   
01553 1          no      1.208285369  Professional_and_Related_Service
01554 2          no      1.255266099  Professional_and_Related_Service
